text,political_inclination
"TONIGHT on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/UmlaM1beNw",conservative
RT @conservmillen: One of the things that stood out to me in @MattWalshBlog’s “What Is A Woman” is that everyone on the pro-sex switching s…,conservative
He understood why civilians need “weapons of war.” https://t.co/LbCj3RAEP0,conservative
"RT @KurtSchlichter: That’s why everybody owns guns.

Seems a little long after the fact to be coming out against the American Revolution.",conservative
That is the correct reason https://t.co/e28XCREnVm,conservative
"🔥 🔥 🔥  HOT SELLER AT https://t.co/DRnkFuW2B6

Our Special Edition LGBTQ Mug!

Let's
Get
Biden
To 
Quit!

Get yours TODAY!

https://t.co/3QgZNwADjj",conservative
RT @arabnews: #OPINION: US liberals have to end the harmful habit of making excuses for the Iranian government and claiming that Western sa…,conservative
"Not one bill should be brought to the Senate or House until every school has adequate ARMED security. 

Then we begin to challenge the 1975 SCOTUS decision  O'Connor v. Donaldson that stopped the institutionalization of the mentality unstable.",conservative
"RT @DrLylePLysol: ""A Pfizer document reveals between 82-97% of pregnant women lost their babies. 45% of the 270 pregnant mothers reported a…",conservative
RT @KurtSchlichter: The leftists who literally burned a police car will get half the sentence of the guy who walked through the capital wit…,conservative
RT @elonmusk: Only thing more remarkable than DOJ not leaking the list is that no one in the media cares. Doesn’t that seem odd? https://t.…,conservative
RT @KurtSchlichter: If we don’t exact our vengeance when we retake power then we deserve to be oppressed,conservative
"RT @mkolken: You know who wasn't put in handcuffs and leg irons after being held in contempt of Congress? 

Eric holder. https://t.co/uoayQ…",conservative
"RT @newsmax: BREAKING: A judge was found shot dead in his Wisconsin home in a possible domestic terror attack, and police found a ""hit list…",conservative
"RT @ConceptualJames: Enjoy it while it lasts, assholes.
https://t.co/ED5pXinQVA",conservative
RT @theMRC: WashPost Caught Stealth Editing Lorenz Lies About Comment Requests  https://t.co/IHdqGLUyBn,conservative
"Dallas. 

Texas. https://t.co/p7um1FzAWO",conservative
"MEN. 

WOMEN. 

That’s it. 

From conception to death. 

Prove me wrong. If you dare.",conservative
RT @KurtSchlichter: Why is Pizza Hut promoting this for little kids?,conservative
The latter https://t.co/hHiCuS0Gx8,conservative
"RT @bdomenech: Peter Navarro was charged with contempt of Congress by a monopartisan Committee. He got shackles.

Eric Holder was held in c…",conservative
RT @DineshDSouza: Still the #1 DVD on Amazon among all movies and TV. Over 500 reviews and the average is 5 stars! Get yours today. https:/…,conservative
AMAZING https://t.co/VIQ9Guttgr,conservative
"Not sure you understood the tweet Greta. 

I was giving my opinion on what he looks like. 

Not whether or not he can spend the money as he pleases. 

What was unclear to you? https://t.co/GoRavmGbvp",conservative
RT @DelanoSquires: I’m not surprised to see @SebGorka wearing @MAJTOURE merch. Dems who say “I bet the GOP would change gun laws if black p…,conservative
RT @JamesMelville: Never ever give up your rights to anyone or anything. Own your rights.,conservative
"RT @TPostMillennial: Biological males win women's cycling event, kiss while third place female cares for child

https://t.co/tUxO0oYiao",conservative
"RT @newsmax: Harriet Hageman, the Cheyenne trial attorney running to unseat Liz Cheney for Wyoming's lone U.S. House Representative seat, s…",conservative
"RT @elonmusk: @slashdot Remarkable, although, as noted, there are big differences between humans and mice. We can cure a mouse of almost an…",conservative
RT @MonicaCrowley: Someone is a little jelly of @elonmusk 😂,conservative
"RT @TaylerUSA: A “child friendly” drag show is being hosted today in Dallas, TX at a gay bar.

Here are two of the signs on display. https:…",conservative
RT @JJCarafano: Sick,conservative
"No. 

No Culture War. https://t.co/EIM38Y01TG",conservative
"RT @isabellarileyus: I’m sorry but there’s nothing normal about this. 

This is demonic and must be stopped. https://t.co/8MSUi2L0y2",conservative
"You bag of excrement. 

I was in the White House when you were a peon at DHS. 

“Oversee the Secret Service?” 

You were in charge of the soy lattes for the BetaBoys. https://t.co/ODZ6QPumxt",conservative
"RT @laurenboebert: Disingenuous Dems keep asking why anybody needs an AR-15.

Ask Kyle Rittenhouse why he’s alive today and then get back t…",conservative
RT @TimRunsHisMouth: Grooming children is the end of gay rights.   So gay people with common sense need to stand up and fight this bullshit…,conservative
Don’t call @LindseyGrahamSC a Republican. https://t.co/WeuzM7C5fA,conservative
"Amber Heard is going to be furious about this.

https://t.co/eceqp0Ue4I",conservative
"Biden is sinking the Democrats’ ship.

https://t.co/NtoZ5O7Qul",conservative
"RT @AmandaMilius: Dear @Criterion , thousands of people are asking me why the Milius canon of films has not yet been properly restored and…",conservative
Looks like the leftover bin at Walmart https://t.co/nEaWWyiWkL,conservative
"RT @LouisvilleGun: Give a man a tape measure and he will see how far he can extend it before it bends from its own weight.

It is known.",conservative
Demonic. https://t.co/wMPbi88ixp,conservative
"RT @GrayConnolly: Haiti was a French colony. In the 19thC, the Royal Navy had a whole squadron patrolling Africa's west coast that hanged p…",conservative
"SUNDAY on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/mEe3qmdggU",conservative
"The real motive is exposed.

https://t.co/7UMkkcCsDF",conservative
There are things you should not have “Pride” in.,conservative
"RT @DineshDSouza: Biological males win women's cycling event, kiss while third place female cares for child
https://t.co/bw1F9DsRtM",conservative
Let’s hear it for “mean tweets.”,conservative
"RT @SawyerMerritt: NEWS: Bill Gates on Elon Musk &amp; Tesla in new interview:

""Tesla's done a fantastic job; I give a lot more money to clima…",conservative
"Bye bye Fauci.

https://t.co/WRmeRSQEUn",conservative
RT @davereaboi: CLOSE THIS BAR. NOW.,conservative
"Elon just rocked the political world.

https://t.co/t4bKzJ8dz8",conservative
"Elon just rocked the political world.

https://t.co/t4bKzIQCay",conservative
"RT @Oilfield_Rando: This right here was when i came over to the constitutional carry side. 

You might think it’s nuts to let people buy gu…",conservative
"RT @ginacarano: Iran, please spare Navi’s Afkarai life. 🙏🙏🙏 #SaveNavid",conservative
"RT @danawhite: Iran, please spare Navi’s Afkarai 🙏🏻 #SaveNavid https://t.co/HMeZA1yFup",conservative
RT @judecambise: https://t.co/H7gBa0YVgZ,conservative
And the government murdered him. https://t.co/SayzPP4vMg,conservative
RT @ChrisLoesch: He didn’t own a cell phone either.,conservative
"Things got terrifying.

https://t.co/dJYDQKjSO7",conservative
"“Fringe?” 

You cretin. 

If it weren’t for the God-given right to remove illegitimate governance by force of arms, America would still be part of the UK. https://t.co/7uRaSiWvTd",conservative
"Biden is in big danger of crashing.

https://t.co/cwtdW3VZ8Z",conservative
"He paid the price for backing Nancy.

https://t.co/3JXOppqw6T",conservative
"Trump makes earth shaking decision.

https://t.co/q6yBXzDHnK",conservative
"Don’t know where this happened.

But it’s cool. https://t.co/UsCQkHxQAK",conservative
"TONIGHT on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/xs4HxpCXTc",conservative
"Musk dropped the hammer.

https://t.co/v6sUxhCHTj",conservative
"SUNDAY on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/3diL3U1RRh",conservative
"SUNDAY on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/3Zh9s3H9H5",conservative
There’s a surprise https://t.co/ii8IR7eCuM,conservative
"One used to stand at the entrance of the Aberdeen Proving Grounds museum. 

Before they BRAC-ed it. https://t.co/Av5itRSdjP",conservative
We need a show called “To Catch a Groomer” where cops organize fake “family-friendly” drag shows and then arrest all the parents who show up with their kids.,conservative
"RT @CBHeresy: 1/ ""Drag queen entertainment for kids isn't sexual, it's just silly fun!"" A response 🧵

1. The objection to drag is not due t…",conservative
“It’s not sexual.” — Groomers https://t.co/Vwjxa8jnw6,conservative
"RT @Not_the_Bee: Taylor Lorenz was caught lying and the Washington Post was caught covering it up, and I'll give you one guess as to who th…",conservative
"RT @NeilShenvi: When people realize that their death is imminent, they often begin asking questions like “what’s the purpose of life?” and…",conservative
Bring back shame. https://t.co/q5YOagMRJA,conservative
From 2019. https://t.co/2FKKYEDvRS,conservative
We’re not in Florida anymore. https://t.co/Cn7rKhDiLP,conservative
My children keep me smiling and laughing. The best way to keep feeling young and joyful is to marry young and have a bunch of kids. https://t.co/E7d8vmGJxj,conservative
@TPostMillennial @conservmillen Sanctioned cheating.,conservative
Obviously the correct response to this is to ban whoever talks about it. https://t.co/55qpyEv18b,conservative
There’s also the matter of what we *should* do. I think we have a moral obligation to defend truth and reason.,conservative
I agree that you can’t effectively reason with people who’ve embraced irrationality. But you can mock them. And you can reason with the people who haven’t yet lost their minds. https://t.co/3Ipd76cySU,conservative
"How long before Democrats are using taxpayer funds to create and distribute realistic child sex dolls and VR experiences for pedophiles? You know, for “safety” and “harm reduction.”",conservative
Imprison the judge. https://t.co/B0I398seSP,conservative
@NBCNews @NBCOUT Sounds like anti-Christian hate is the problem.,conservative
The relentless effort to confuse and sexualize children will be the Left’s undoing. https://t.co/DEgbHUFMTG,conservative
They say it like it’s a bad thing. https://t.co/s5WCHMV8v7,conservative
"RT @JoelWBerry: The transgender debate goes deeper than gender. It’s a fight over who gets to define who we are: ourselves, or our Creator.…",conservative
"@andyroddick @RonFilipkowski Call him a murderer for defending himself and he’ll hold you accountable, too.",conservative
"Online magazine tells dads to “ABSOLUTELY” bring kids to Pride parades with “nudity and kink” 

https://t.co/7tNjQxl2H6",conservative
"RT @LuisFNovelo: Superb!

 @MattWalshBlog set the bar quite high but these guys hit it out of the park.... by far!",conservative
RT @swordfish7774: Moved to tears ... an emotional roller-coaster of a doco ... watch it ... I promise you you'll never regret it.,conservative
"RT @loahu77: ICYMI: The greatest documentary known to man. What is a Man? 
#WhatIsAMan
#MenToo
#XY
#Testicles
#Penis",conservative
RT @GdiFor: Excellent!!! Highly recommend!!! Don’t miss out!!! #whatisaman,conservative
"RT @bubberooni: ICYMI ... The Bee has produced arguably one of the most insightful, straightforward, honest documentaries that cuts through…",conservative
cc @andyroddick,conservative
"These organizations picked a side when they didn’t have to. If anything, they’re flagrantly and unapologetically driving Republicans away. https://t.co/YpxevZyDWc",conservative
"Angry libs must have attacked YouTube’s servers to prevent people from watching our new documentary. Otherwise it would have millions of views by now.

Watch it. Share it. Then share it again with “ICYMI” in the caption. We can’t let them win.

https://t.co/CR91C92yz4",conservative
@AnnCoulter And the age to consent to transition.,conservative
"@libsoftiktok Libs in the replies: “Kids don’t understand gender.”

Okay, so maybe stop rushing to transition them.",conservative
"RT @DrJayRichards: Check out @ADFLegal new Viewpoint Diversity Index, which reveals what American corporations think about real diversity.…",conservative
"They really need a “false, but give it time” fact check rating.",conservative
"“A spokesperson for Mattel told Reuters that ‘a pregnant male doll is not a Mattel product.’”

Well, not yet. Just wait. https://t.co/jr4ysykATG",conservative
